artwork,artwork - UNIT,artwork - UNIQUE_KEY,artwork - IMG_DIRECT_ACCESS,artwork - DISPLAY_DENOMINATION,artwork - DISPLAY_LIEU_CONSERV,artwork - TITRE,artwork - HAUTEUR,artwork - DISPLAY_MATIERE,artwork - DISPLAY_PERSONNE_AUTEUR,artwork - DISPLAY_ROLE_AUTEUR,artwork - LARGEUR,artwork - DISPLAY_TECHNIQUE
"
  ",centimètre,229252,folder_0001/folder_0001/folder_0004/folder_0151/elem_0121/FR75_0060_MUS_229252_0289_low.jpg,objet d'art européen,Département des objets d'art du musée du Louvre (Paris),Assiette : putto assis sur un ballon,4,,,,,
"
  ",mètre,229468,folder_0001/folder_0001/folder_0004/folder_0138/elem_0033/FR75_0060_MUS_229468_0189_low.jpg,objet d'art européen,Fondation des artistes,Buste d'enfant,"0,33",terre cuite,Della Robbia - famille,manière de,"0,29",glaçure plombifère
"
  ",mètre,229255,folder_0001/folder_0001/folder_0004/folder_0151/elem_0125/FR75_0060_MUS_229255_0293_low.jpg,objet d'art oriental,Département des arts de l'Islam du musée du Louvre (Paris),Petite tasse,"0,042",céramique/faïence,,,,
"
  ",mètre,229295,folder_0001/folder_0001/folder_0004/folder_0137/elem_0209/FR75_0060_MUS_229295_0111_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,porcelaine,,,,
"
  ",mètre,229408,folder_0001/folder_0001/folder_0004/folder_0138/elem_0022/FR75_0060_MUS_229408_0178_low.jpg,objet d'art oriental,Fondation des artistes,Tasse et soucoupe,"0,035",,,,,
"
  ",mètre,229385,folder_0001/folder_0001/folder_0004/folder_0138/elem_0009/FR75_0060_MUS_229385_0165_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,,,,,
"
  ",mètre,229240,folder_0001/folder_0001/folder_0004/folder_0137/elem_0197/FR75_0060_MUS_229240_0083_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",centimètre,228769,folder_0001/folder_0001/folder_0004/folder_0132/elem_0134/FR06_0011_DOM_228769_0085_low.jpg,dessin,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Compagnie de singes militaires, deux dansant",8,,Gillot - Claude - peintre - 1673 - 1722 - 1673 - 1722 - Maître de Vatteaux,de,10,crayon
"
  ",mètre,229352,folder_0001/folder_0001/folder_0004/folder_0137/elem_0236/FR75_0060_MUS_229352_0140_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,céramique,,,,porcelaine
"
  ",mètre,229487,folder_0001/folder_0001/folder_0004/folder_0138/elem_0047/FR75_0060_MUS_229487_0203_low.jpg,objet d'art oriental,Fondation des artistes,,"0,48",,,,"0,17",
"
  ",mètre,229745,folder_0001/folder_0001/folder_0004/folder_0151/elem_0133/FR75_0060_MUS_229745_0274_low.jpg,arme orientale,Département des arts de l'Islam du musée du Louvre (Paris),Fourreau de sabre en cuir,,,,,,
"
  ",mètre,229493,folder_0001/folder_0001/folder_0004/folder_0138/elem_0051/FR75_0060_MUS_229493_0207_low.jpg,sculpture,Fondation des artistes,Statuette représentant la Géométrie,"0,38",bronze,Giambologna - Jean de Bologne - sculpteur - 1529 - 1608 - 1529 - 1608,d'après,,
"
  ",mètre,229341,folder_0001/folder_0001/folder_0004/folder_0137/elem_0227/FR75_0060_MUS_229341_0129_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,,,,,
"
  ",centimètre,250863,folder_0001/folder_0001/folder_0004/folder_0203/elem_0029/5071_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre  « Bouret »,"6,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",mètre,229364,folder_0001/folder_0001/folder_0004/folder_0137/elem_0245/FR75_0060_MUS_229364_0149_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,,,,,
"
  ",mètre,229334,folder_0001/folder_0001/folder_0004/folder_0137/elem_0220/FR75_0060_MUS_229334_0122_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,porcelaine,,,,
"
  ",mètre,229784,folder_0001/folder_0001/folder_0004/folder_0138/elem_0098/FR75_0060_MUS_229784_0255_low.jpg,verrière,Fondation des artistes,Adoration du Christ dans la crêche,,vitrail,Anonyme allemand - verrier/peintre-verrier - 16e siècle,de,,grisaille sur verre
"
  ",mètre,229763,folder_0001/folder_0001/folder_0004/folder_0138/elem_0077/FR75_0060_MUS_229763_0238_low.jpg,verrière,Fondation des artistes,Épisode de l'enfance d'Hercule : Hercule étouffe les serpents envoyés par Junon,,vitrail,Anonyme allemand - verrier/peintre-verrier - 16e siècle,de,,grisaille sur verre
"
  ",mètre,229760,folder_0001/folder_0001/folder_0004/folder_0138/elem_0074/FR75_0060_MUS_229760_0236_low.jpg,verrière,Fondation des artistes,Jésus et la femme adultère,,vitrail,Anonyme allemand - verrier/peintre-verrier - 16e siècle,de,,grisaille sur verre
"
  ",mètre,229774,folder_0001/folder_0001/folder_0004/folder_0138/elem_0088/FR75_0060_MUS_229774_0251_low.jpg,verrière,Fondation des artistes,Assomption de la Vierge et Annonciation,"0,345",vitrail/polychrome,Anonyme suisse-allemand - peintre-verrier - 17e siècle,de,"0,26",
"
  ",mètre,229207,folder_0001/folder_0001/folder_0004/folder_0137/elem_0181/FR75_0060_MUS_229207_0067_low.jpg,arme européenne,Fondation des artistes,,,,,,,
"
  ",mètre,229117,folder_0001/folder_0001/folder_0004/folder_0137/elem_0122/FR75_0060_MUS_229117_0013_low.jpg,arme européenne,Fondation des artistes,Fusil,,,,,,
"
  ",mètre,229746,folder_0001/folder_0001/folder_0004/folder_0180/elem_0081/R_858_low.jpg,arme orientale,Département des arts de l'Islam du musée du Louvre (Paris),Fourreau de sabre en cuir,,,,,,
"
  ",mètre,229217,folder_0001/folder_0001/folder_0004/folder_0137/elem_0188/FR75_0060_MUS_229217_0074_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229349,folder_0001/folder_0001/folder_0004/folder_0137/elem_0234/FR75_0060_MUS_229349_0137_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,céramique,,,,porcelaine
"
  ",mètre,229375,folder_0001/folder_0001/folder_0004/folder_0138/elem_0001/FR75_0060_MUS_229375_0157_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,,,,,
"
  ",mètre,229147,folder_0001/folder_0001/folder_0004/folder_0137/elem_0142/FR75_0060_MUS_229147_0030_low.jpg,arme orientale,Fondation des artistes,Masse d’arme,,,Anonyme,de,,
"
  ",mètre,229226,folder_0001/folder_0001/folder_0004/folder_0137/elem_0192/FR75_0060_MUS_229226_0078_low.jpg,arme européenne,Fondation des artistes,Poignard,,,,,,
"
  ",mètre,229100,folder_0001/folder_0001/folder_0004/folder_0137/elem_0110/FR75_0060_MUS_229100_0001_low.jpg,arme orientale,Fondation des artistes,Sabre japonais,,,,,,
"
  ",centimètre,229819,folder_0001/folder_0001/folder_0004/folder_0138/elem_0120/FR06_0011_DOM_229819_0159._low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Eté de la Saint Martin, Paysage de Moret-sur-Loing",73,toile,Sisley - Alfred - peintre - 1839 - 1899 - 1839 - 1899,de,60,peinture à l'huile
"
  ",mètre,229179,folder_0001/folder_0001/folder_0004/folder_0180/elem_0161/R_882_1_low.jpg,arme orientale,Fondation des artistes,Fusil à mèche en bois,,,,,,
"
  ",centimètre,229817,folder_0001/folder_0001/folder_0004/folder_0138/elem_0118/FR06_0011_DOM_229817_0157_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Jeune fille et enfant dans un cadre champêtre,27,toile,Renoir - Auguste - peintre - 25 février 1841 - 3 décembre 1919 - 25 février 1841 - 3 décembre 1919 - Renoir - Pierre Auguste,de,46,peinture à l'huile
"
  ",centimètre,229820,folder_0001/folder_0001/folder_0004/folder_0138/elem_0121/FR06_0011_DOM_229820_0160_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Chanteur musicien arabe,"20,7",,Moreau - Gustave - peintre - 6 avril 1826 - 18 avril 1898 - 6 avril 1826 - 18 avril 1898,de,"14,3",aquarelle/gouache
"
  ",mètre,229190,folder_0001/folder_0001/folder_0004/folder_0137/elem_0174/FR75_0060_MUS_229190_0060_low.jpg,arme orientale,Fondation des artistes,"Poignard Kandjar, à poignée de jade incrustée de fleurettes en petit rubis, émeraudes et topazes sertis d'or",,,,,,
"
  ",mètre,229346,folder_0001/folder_0001/folder_0004/folder_0137/elem_0231/FR75_0060_MUS_229346_0134_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,céramique,,,,porcelaine
"
  ",mètre,229183,folder_0001/folder_0001/folder_0004/folder_0137/elem_0170/FR75_0060_MUS_229183_0056_low.jpg,arme orientale,Fondation des artistes,Poignard Kandjar. la poignée en jade gris incrusté d'or et de rubis de petite dimension,,,,,,
"
  ",mètre,229465,folder_0001/folder_0001/folder_0004/folder_0138/elem_0030/FR75_0060_MUS_229465_0186_low.jpg,objet d'art oriental,Fondation des artistes,Tasse et soucoupe,"0,035",,,,,
"
  ",mètre,229105,folder_0001/folder_0001/folder_0004/folder_0137/elem_0114/FR75_0060_MUS_229105_0005_low.jpg,arme orientale,Département des objets d'art du musée du Louvre (Paris),Bouclier,,,,,,
"
  ",mètre,229244,folder_0001/folder_0001/folder_0004/folder_0151/elem_0116/FR75_0060_MUS_229244_0284_low.jpg,objet d'art européen,Département des objets d'art du musée du Louvre (Paris),"Coupe basse godronnée, décorée au centre d'un buste de Fabius",,céramique/faïence,,,,
"
  ",mètre,229159,folder_0001/folder_0001/folder_0004/folder_0137/elem_0151/FR75_0060_MUS_229159_0037_low.jpg,arme orientale,Département des arts de l'Islam du musée du Louvre (Paris),Casque en fer damasquiné d'or avec coiffe de mailles non rivées,"0,3",,,,,
"
  ",mètre,229166,folder_0001/folder_0001/folder_0004/folder_0137/elem_0156/FR75_0060_MUS_229166_0042_low.jpg,arme orientale,Fondation des artistes,Fusil en acajou et ébène,,,,,,
"
  ",centimètre,232168,folder_0001/folder_0001/folder_0004/folder_0151/elem_0207/FR75_0060_MUS_232168_0299_low.jpg,objet d'art européen,Musée national des châteaux de Versailles et de Trianon,La pendule-lyre du salon des Jeux à Versailles,62,bronze/porcelaine tendre/émaillé,Courieult - horloger,atelier de,26,
"
  ",mètre,23125,folder_0001/folder_0001/folder_0003/folder_0119/elem_0208/FR75_0002_MUS_23125_0778_low.jpg,peinture,Musée du Louvre (Paris),La Vierge et l'Enfant au chardonneret,"0,803",bois,Maestro della Natività di Castello - peintre - actif au milieu du XVe siècle - Maître de la Nativité de Castello,attribué à,"0,529",peinture à tempera
"
  ",mètre,229256,folder_0001/folder_0001/folder_0004/folder_0151/elem_0127/FR75_0060_MUS_229256_0295_low.jpg,objet d'art oriental,Département des objets d'art du musée du Louvre (Paris),Petite tasse,"0,043",,,,,
"
  ",mètre,229402,folder_0001/folder_0001/folder_0004/folder_0138/elem_0019/FR75_0060_MUS_229402_0175_low.jpg,objet d'art oriental,Fondation des artistes,Tasse et soucoupe,"0,033",,,,,
"
  ",centimètre,254552,folder_0001/folder_0001/folder_0004/folder_0214/elem_0217/5062_Villa_low.JPG,objet d'art européen,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,"6,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
"
  ",mètre,229490,folder_0001/folder_0001/folder_0004/folder_0138/elem_0050/FR75_0060_MUS_229490_0206_low.jpg,objet d'art européen,Fondation des artistes,Porte-lumière représentant un jeune homme en pourpoint bleu et jaune,"0,35",faïence,Palissy - Bernard - céramiste/peintre-émailleur/peintre-verrier/potier - Vers 1510 - 1589 - Vers 1510 - 1589,manière de,"0,28",émaillé/polychrome
"
  ",mètre,229396,folder_0001/folder_0001/folder_0004/folder_0138/elem_0018/FR75_0060_MUS_229396_0174_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,,,,,
"
  ",mètre,229367,folder_0001/folder_0001/folder_0004/folder_0137/elem_0247/FR75_0060_MUS_229367_0152_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,,,,,
"
  ",mètre,229388,folder_0001/folder_0001/folder_0004/folder_0138/elem_0012/FR75_0060_MUS_229388_0168_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,,,,,
"
  ",mètre,229482,folder_0001/folder_0001/folder_0004/folder_0138/elem_0042/FR75_0060_MUS_229482_0198_low.jpg,objet d'art européen,Fondation des artistes,Marteau de porte,"0,30",bronze,,,"0,25",
"
  ",mètre,229219,folder_0001/folder_0001/folder_0004/folder_0137/elem_0189/FR75_0060_MUS_229219_0075_low.jpg,arme européenne,Fondation des artistes,Épée de matador,,,,,,
"
  ",mètre,229343,folder_0001/folder_0001/folder_0004/folder_0137/elem_0229/FR75_0060_MUS_229343_0131_low.jpg,objet d'art oriental,Fondation des artistes,Assiette,,céramique,,,,porcelaine
"
  ",centimètre,229478,folder_0001/folder_0001/folder_0004/folder_0138/elem_0040/FR75_0060_MUS_229478_0196_low.jpg,sculpture,Fondation des artistes,Tête de lion hurlant provenant d'une fontaine,18,marbre,,,15,
"
  ",mètre,229475,folder_0001/folder_0001/folder_0004/folder_0153/elem_0069/FR75_0060_MUS_229475_0348_low.jpg,objet d'art européen,Museum of Fine Arts (Boston),Guitare à cinq chœurs,,bois/nacre,Mosca Cavelli - Jacobus,de,"0,24",
"
  ",mètre,229193,folder_0001/folder_0001/folder_0004/folder_0151/elem_0114/FR75_0060_MUS_229193_0280_low.jpg,arme européenne,Fondation des artistes,"Paire de pistolets en bois. Ils sont ornés d'appliques de fer à rinceaux et animaux. Sur le canon, inscription GIO LAZRINO COMINAZZO Sous le bassinet, signature Carlo Bofarelli Italie , XVIIe",,,,,,
"
  ",centimètre,228752,folder_0001/folder_0001/folder_0004/folder_0128/elem_0112/FR06_0011_DOM_228752_0061_low.jpg,dessin,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),S’il m’était aussi fidèle,26,,Fragonard - Jean Honoré - peintre - 5 janvier 1732 - 22 août 1806 - 5 janvier 1732 - 22 août 1806,d'après,37,pierre noire/lavis gris
"
  ",centimètre,228766,folder_0001/folder_0001/folder_0004/folder_0124/elem_0150/FR06_011_DOM_228766_0048_low.jpg,dessin,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Vue de la place Louis XV vers les Champs Elysées,20,,Maréchal - Jean-Baptiste,de,30,aquarelle
"
  ",centimètre,134452,folder_0001/folder_0001/folder_0003/folder_0245/elem_0207/FR06_0011_DOM_134452_0003_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Quatre fragments de plafond peint figurant des portraits en buste insérés dans des architectures en trompe l’œil avec des colonnes torsadées.,32,bois,Anonyme lombard - peintre - 15e siècle,attribué à,41,peinture à tempera
"
  ",mètre,229145,folder_0001/folder_0001/folder_0004/folder_0137/elem_0140/FR75_0060_MUS_229145_0028_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229205,folder_0001/folder_0001/folder_0004/folder_0137/elem_0180/FR75_0060_MUS_229205_0066_low.jpg,arme européenne,Fondation des artistes,Carabine de chasse à crosse articulée,,,Caron - 1852 - 1870 - 1852 - 1870,,,
"
  ",mètre,229102,folder_0001/folder_0001/folder_0004/folder_0137/elem_0111/FR75_0060_MUS_229102_0002_low.jpg,arme européenne,Fondation des artistes,Épée,,fer/argent,Anonyme,de,,
"
  ",mètre,30738,folder_0001/folder_0001/folder_0003/folder_0245/elem_0231/FR06_0011_DOM_30738_0027_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),La Chute de Phaéton,"3,6",,Pellegrini - Giovanni Antonio - peintre - 1675 - 1741 - 1675 - 1741,de,"4,8",peinture à fresque
"
  ",mètre,229545,folder_0001/folder_0001/folder_0004/folder_0138/elem_0062/FR75_0060_MUS_229545_0216_low.jpg,objet d'art oriental,Fondation des artistes,Vingt petites plaques rectangulaires et circulaires en jade ajourés,"0,45",jade,,,"0,56",
"
  ",mètre,229131,folder_0001/folder_0001/folder_0004/folder_0137/elem_0132/FR75_0060_MUS_229131_0096_low.jpg,objet d'art oriental,Fondation des artistes,Paire de boucles d'oreilles en argent filigrané,,,,,"0,08",
"
  ",mètre,229494,folder_0001/folder_0001/folder_0004/folder_0138/elem_0052/FR75_0060_MUS_229494_0208_low.jpg,objet d'art européen,Fondation des artistes,Porte-lumière représentant un jeune homme en pourpoint bleu et brun,"0,35",faïence,Palissy - Bernard - céramiste/peintre-émailleur/peintre-verrier/potier - Vers 1510 - 1589 - Vers 1510 - 1589,manière de,,émaillé/polychrome
"
  ",centimètre,228773,folder_0001/folder_0001/folder_0004/folder_0132/elem_0138/FR06_0011_DOM_228773_0089_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"""De trois choses en ferez-vous une ?""",105,toile,Boucher - François - peintre/graveur - 29 septembre 1703 - 30 mai 1770 - Paris - 29 septembre 1703 - 30 mai 1770,de,85,peinture à l'huile
"
  ",centimètre,228770,folder_0001/folder_0001/folder_0004/folder_0132/elem_0136/FR06_0011_DOM_228770_0087_low.jpg,dessin,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Jeune femme avec un enfant et des animaux,32,,Anonyme - peintre - 18e siècle,de,26,sanguine
"
  ",mètre,134456,folder_0001/folder_0001/folder_0003/folder_0245/elem_0209/FR06_0011_DOM_134456_0005_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Portrait en pied d'un gentilhomme (condottiere ?),"1,21",bois,Carpaccio - Vittore - peintre - Vers 1460 - Vers 1526 - Vers 1460 - Vers 1526,suite de,"0,735",peinture à l'huile
"
  ",mètre,229782,folder_0001/folder_0001/folder_0004/folder_0138/elem_0096/FR75_0060_MUS_229782_0219_low.jpg,verrière,Fondation des artistes,Chevalier en armure,"0,315",vitrail/polychrome,Anonyme suisse - peintre-verrier - 16e siècle,de,"0,215",
"
  ",centimètre,228797,folder_0001/folder_0001/folder_0004/folder_0136/elem_0233/FR06_0011_DOM_228797_00115_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Bouquet de fleurs,48,toile,Vallayer-Coster - Anne - peintre - 1744 - 1818 - 1744 - 1818 - Coster - Anne,de,58,peinture à l'huile
"
  ",centimètre,229177,folder_0001/folder_0001/folder_0004/folder_0137/elem_0165/FR75_0060_MUS_229177_0051_low.jpg,arme européenne,Fondation des artistes,Épée avec l'histoire de Samson,,,,,"25,5",
"
  ",mètre,229139,folder_0001/folder_0001/folder_0004/folder_0137/elem_0136/FR75_0060_MUS_229139_0024_low.jpg,arme orientale,Fondation des artistes,Fourreau de sabre en cuir gaufré,,,,,,
"
  ",mètre,229790,folder_0001/folder_0001/folder_0004/folder_0138/elem_0104/FR75_0060_MUS_229790_0218_low.jpg,verrière,Fondation des artistes,Saint Martin et le mendiant,,,Anonyme allemand - peintre-verrier - XVIIe siècle,de,,grisaille sur verre
"
  ",centimètre,228749,folder_0001/folder_0001/folder_0004/folder_0128/elem_0106/FR06_0011_DOM_228749_0055_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Scène de jeux,43,toile,Leprince - Jean-Baptiste - 1734 - 1781 - 1734 - 1781,,34,peinture à l'huile
"
  ",centimètre,228779,folder_0001/folder_0001/folder_0004/folder_0132/elem_0148/FR06_0011_DOM_228779_0099_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Jeune fille à la robe jaune,31,bois,Schall - Jean-Frédéric - peintre - 1752 - 1825 - 1752 - 1825,de,24,peinture à l'huile
"
  ",centimètre,228781,folder_0001/folder_0001/folder_0004/folder_0136/elem_0001/FR06_0011_DOM_228781_00103_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Danseuse à robe bleue et jaune, chapeau avec fleurs",32,bois,Schall - Jean-Frédéric - peintre - 1752 - 1825 - 1752 - 1825,de,23,peinture à l'huile
"
  ",centimètre,228750,folder_0001/folder_0001/folder_0004/folder_0128/elem_0108/FR06_0011_DOM_228750_0057_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Danse russe,43,toile,Leprince - Jean-Baptiste - 1734 - 1781 - 1734 - 1781,de,34,peinture à l'huile
"
  ",centimètre,228754,folder_0001/folder_0001/folder_0004/folder_0128/elem_0116/FR06_0011_DOM_228754_0065_low.jpg,dessin,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),La Basse-cour ou l’Âne rétif,"27,5",,Fragonard - Jean Honoré - peintre - 5 janvier 1732 - 22 août 1806 - 5 janvier 1732 - 22 août 1806,de,39,pierre noire/lavis gris/encre brune
"
  ",centimètre,228756,folder_0001/folder_0001/folder_0004/folder_0130/elem_0001/FR06_0011_DOM_228756_0067_low.jpg,dessin,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Le Coucher,"30,5",,Fragonard - Jean Honoré - peintre - 5 janvier 1732 - 22 août 1806 - 5 janvier 1732 - 22 août 1806,manière de,"40,2",lavis d'encre brune/sanguine
"
  ",centimètre,228761,folder_0001/folder_0001/folder_0004/folder_0132/elem_0122/FR06_0011_DOM_228761_0073_low.jpg,dessin,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Le billet doux,27,,Lavreince - Nicolas - dessinateur/peintre - 1737 - 1807 - 1737 - 1807,de,20,gouache
"
  ",centimètre,228791,folder_0001/folder_0001/folder_0004/folder_0136/elem_0006/FR06_0011_DOM_228791_00108_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Lady Burden,72,toile,Cosway - Richard - 1742 - 1821 - 1742 - 1821,de,58,peinture à l'huile
"
  ",centimètre,228792,folder_0001/folder_0001/folder_0004/folder_0136/elem_0008/FR06_0011_DOM_228792_00110_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Les Quatre Saisons,65,toile,Sauvage - Piat-Joseph - peintre/dessinateur/sculpteur - 1744 - 1818 - 1744 - 1818 - Sauvage - Pieter Joseph,de,150,peinture à l'huile
"
  ",mètre,229503,folder_0001/folder_0001/folder_0004/folder_0138/elem_0057/FR75_0060_MUS_229503_0212_low.jpg,mobilier,Fondation des artistes,Grand miroir de forme rectangulaires biseauté,"1,20",bois,Anonyme italien - XVIIe siècle,de,"1,08",doré
"
  ",mètre,229765,folder_0001/folder_0001/folder_0004/folder_0138/elem_0079/FR75_0060_MUS_229765_0248_low.jpg,verrière,Fondation des artistes,Vitrail portant les armes de la famille bernoise von Meÿ,"0,44",vitrail/polychrome,Funck - Hans - peintre-verrier - 1470 - Vers 1539 - 1470 - Vers 1539,entourage de,"0,30",
"
  ",mètre,229793,folder_0001/folder_0001/folder_0004/folder_0138/elem_0107/FR75_0060_MUS_229793_0230_low.jpg,verrière,Fondation des artistes,Repas auquel participent plusieurs personnages,,vitrail,Anonyme français - peintre-verrier - XVIe siècle,de,,camaïeu/grisaille sur verre
"
  ",mètre,229128,folder_0001/folder_0001/folder_0004/folder_0137/elem_0130/FR75_0060_MUS_229128_0020_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229129,folder_0001/folder_0001/folder_0004/folder_0137/elem_0131/FR75_0060_MUS_229129_0021_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",centimètre,228757,folder_0001/folder_0001/folder_0004/folder_0131/elem_0001/FR06_0011_DOM_228757_0068_low.jpg,dessin,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Femmes et enfants,21,,Robert - Hubert - peintre - 1733 - 1808 - 1733 - 1808 - Robert des Ruines,attribué à,30,pierre noire/lavis d'encre brune
"
  ",centimètre,228796,folder_0001/folder_0001/folder_0004/folder_0136/elem_0012/FR06_0011_DOM_228796_00114_low.jpg,peinture,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Bouquet de fleurs,48,toile,Vallayer-Coster - Anne - peintre - 1744 - 1818 - 1744 - 1818 - Coster - Anne,de,58,peinture à l'huile
"
  ",mètre,229769,folder_0001/folder_0001/folder_0004/folder_0138/elem_0083/FR75_0060_MUS_229769_0246_low.jpg,verrière,Fondation des artistes,Scène de chevalerie,,vitrail,,,,grisaille sur verre
"
  ",mètre,229115,folder_0001/folder_0001/folder_0004/folder_0137/elem_0121/FR75_0060_MUS_229115_0012_low.jpg,arme européenne,Fondation des artistes,,,,,,,
"
  ",mètre,229116,folder_0001/folder_0001/folder_0004/folder_0151/elem_0108/FR75_0060_MUS_229116_0273_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229181,folder_0001/folder_0001/folder_0004/folder_0137/elem_0168/FR75_0060_MUS_229181_0054_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229182,folder_0001/folder_0001/folder_0004/folder_0137/elem_0169/FR75_0060_MUS_229182_0055_low.jpg,arme orientale,Fondation des artistes,Lance en fer ciselé et plaqué d'argent,,,,,,
"
  ",centimètre,228760,folder_0001/folder_0001/folder_0004/folder_0132/elem_0003/FR06_0011_DOM_228760_0071_low.jpg,dessin,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),La lecture,28,,Lavreince - Nicolas - dessinateur/peintre - 1737 - 1807 - 1737 - 1807,de,21,gouache
"
  ",mètre,229761,folder_0001/folder_0001/folder_0004/folder_0138/elem_0075/FR75_0060_MUS_229761_0217_low.jpg,verrière,Fondation des artistes,"Écu fleur de lys, surmonté d'un heaume et d'une fleur de lys",,vitrail/polychrome,Anonyme suisse-allemand - peintre-verrier - 17e siècle,de,,
"
  ",mètre,229495,folder_0001/folder_0001/folder_0004/folder_0138/elem_0053/FR75_0060_MUS_229495_0209_low.jpg,objet d'art européen,Fondation des artistes,Miroir,"0,43",,Anonyme italien - XVIIe siècle,de,"0,49",
"
  ",mètre,229108,folder_0001/folder_0001/folder_0004/folder_0137/elem_0115/FR75_0060_MUS_229108_0006_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229110,folder_0001/folder_0001/folder_0004/folder_0137/elem_0117/FR75_0060_MUS_229110_0008_low.jpg,arme européenne,Fondation des artistes,,,,,,,
"
  ",mètre,229113,folder_0001/folder_0001/folder_0004/folder_0137/elem_0119/FR75_0060_MUS_229113_0010_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229119,folder_0001/folder_0001/folder_0004/folder_0137/elem_0123/FR75_0060_MUS_229119_0014_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229167,folder_0001/folder_0001/folder_0004/folder_0137/elem_0157/FR75_0060_MUS_229167_0043_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229122,folder_0001/folder_0001/folder_0004/folder_0137/elem_0125/FR75_0060_MUS_229122_0016_low.jpg,arme européenne,Fondation des artistes,Fusil de chasse,,,,,,
"
  ",mètre,229126,folder_0001/folder_0001/folder_0004/folder_0137/elem_0128/FR75_0060_MUS_229126_0018_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229127,folder_0001/folder_0001/folder_0004/folder_0137/elem_0129/FR75_0060_MUS_229127_0019_low.jpg,arme orientale,Fondation des artistes,,,,,,,
"
  ",mètre,229174,folder_0001/folder_0001/folder_0004/folder_0137/elem_0162/FR75_0060_MUS_229174_0048_low.jpg,arme européenne,Fondation des artistes,,,,,,,
