artwork - UNIQUE_KEY,artwork - IMG_DIRECT_ACCESS,artwork - DISPLAY_DENOMINATION,artwork - URL,artwork - DISPLAY_LIEU_CONSERV,artwork - TITRE,artwork - DISPLAY_DATE_EXE_TXT,artwork - HAUTEUR,artwork - DISPLAY_MATIERE,artwork - DISPLAY_PERSONNE_AUTEUR,artwork - DISPLAY_ROLE_AUTEUR,artwork - LARGEUR,artwork - DISPLAY_TECHNIQUE
251726,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0115/161villa_3_low.JPG,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003251726,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Groupe de trois grâces,,55,marbre,Clodion - sculpteur - 20 décembre 1738 - 28 mars 1814 - 20 décembre 1738 - 28 mars 1814 - Michel - Claude,copié d'après,14,
251728,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0240/elem_0118/2194Veran_2_low.JPG,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003251728,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Le triomphe de Terpsichore,,31,terre cuite,Lecomte - Félix - sculpteur - 1737 - 1817 - 1737 - 1817,de,102,
254601,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0223/elem_0001/1184-1187villa_low.jpg,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003254601,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Quatre anges debout vêtus en diacre et portant des flambeaux,14e siècle,102,marbre/cuivre/plomb,Anonyme,de,37,
254603,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0228/elem_0001/863villa_low.jpg,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003254603,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Evêque portant un livre dans une niche avec gâble,14e siècle,"75,6",calcaire,Anonyme,de,20,
229471,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0035/FR75_0060_MUS_229471_0191_low.jpg,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003229471,Fondation des artistes,Deux hauts reliefs des vases de fleurs,18e siècle - 19e siècle,"0,47",marbre,Monnoyer - Jean-Baptiste - peintre - 1636 - 1699 - 1636 - 1699,manière de,"0,35",
22729,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0117/elem_0089/FR75_0002_MUS_22729_0159_low.jpg,peinture,https://agorha.inha.fr/inhaprod/ark:/54721/00322729,Musée du Louvre (Paris),"Portrait présumé d'Andrea Fausti, avocat de la famille Médicis",1ère moitié du 16e siècle,"0,92",toile,Anonyme florentin - peintre - 16e siècle,attribué à,"0,66",peinture à l'huile
229369,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0249/FR75_0060_MUS_229369_0154_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229369,Fondation des artistes,Assiette,2e quart du 18e siècle - 4e quart du 18e siècle,,,,,,
229756,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0070/FR75_0060_MUS_229756_0234_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229756,Fondation des artistes,Une théière à fond blanc,18e siècle,"0,12",,,,"0,175",
229109,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0116/FR75_0060_MUS_229109_0007_low.jpg,arme européenne,https://agorha.inha.fr/inhaprod/ark:/54721/003229109,Fondation des artistes,Bouclier,4e quart du 16e siècle,,acier,,,,
229286,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0204/FR75_0060_MUS_229286_0106_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229286,Fondation des artistes,"Assiette coquille d'oeuf, revers rubis",2e moitié du 17e siècle - 1ère moitié du 18e siècle,,,,,,
229767,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0081/FR75_0060_MUS_229767_0241_low.jpg,verrière,https://agorha.inha.fr/inhaprod/ark:/54721/003229767,Fondation des artistes,Scène galante sous une tonnelle,,,vitrail,,,,grisaille sur verre
229142,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0138/FR75_0060_MUS_229142_0026_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229142,Département des arts de l'Islam du musée du Louvre (Paris),Casque demi-sphérique en fer,18e siècle,,,,,,
229188,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0172/FR75_0060_MUS_229188_0058_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229188,Fondation des artistes,Poignard à poignée de jade en forme de garde de sabre,,,,,,,
229818,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0119/FR06_0011_DOM_229818_0158._low.jpg,peinture,https://agorha.inha.fr/inhaprod/ark:/54721/003229818,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Paysage de Cagnes-sur-mer,1905 - 1907,46,toile,Renoir - Auguste - peintre - 25 février 1841 - 3 décembre 1919 - 25 février 1841 - 3 décembre 1919 - Renoir - Pierre Auguste,de,55,peinture à l'huile
229821,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0122/FR06_0011_DOM_229821_0161_low.jpg,peinture,https://agorha.inha.fr/inhaprod/ark:/54721/003229821,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Le Soir et la Douleur,1884,36,,Moreau - Gustave - peintre - 6 avril 1826 - 18 avril 1898 - 6 avril 1826 - 18 avril 1898,de,19,aquarelle/gouache
229484,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0044/FR75_0060_MUS_229484_0200_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229484,Fondation des artistes,Chandelier,19e siècle,"0,27",cuivre,,,,gravure sur cuivre
229253,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0153/elem_0068/FR75_0060_MUS_229253_0373_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003229253,Département des objets d'art du musée du Louvre (Paris),Coupe sur pied bas : L'Assemblée des savants,16e siècle,,faïence,Salviati - Francesco - peintre - 1510 - 1563 - 1510 - 1563 - Rossi - Francesco de',copié d'après,,
229191,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0175/FR75_0060_MUS_229191_0061_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229191,Fondation des artistes,"Poignard Kandjar, à poignée de jade gris clair incrustée de bouquets de fleurs en saphirs",,,,,,,
229252,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0151/elem_0121/FR75_0060_MUS_229252_0289_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003229252,Département des objets d'art du musée du Louvre (Paris),Assiette : putto assis sur un ballon,1525 - 1530,4,,,,,
229468,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0033/FR75_0060_MUS_229468_0189_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003229468,Fondation des artistes,Buste d'enfant,19e siècle,"0,33",terre cuite,Della Robbia - famille,manière de,"0,29",glaçure plombifère
229255,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0151/elem_0125/FR75_0060_MUS_229255_0293_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229255,Département des arts de l'Islam du musée du Louvre (Paris),Petite tasse,17e siècle,"0,042",céramique/faïence,,,,
229295,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0209/FR75_0060_MUS_229295_0111_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229295,Fondation des artistes,Assiette,2e moitié du 17e siècle - 1ère moitié du 18e siècle,,porcelaine,,,,
229408,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0022/FR75_0060_MUS_229408_0178_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229408,Fondation des artistes,Tasse et soucoupe,19e siècle,"0,035",,,,,
229385,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0009/FR75_0060_MUS_229385_0165_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229385,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,,,,,
228769,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0132/elem_0134/FR06_0011_DOM_228769_0085_low.jpg,dessin,https://agorha.inha.fr/inhaprod/ark:/54721/003228769,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Compagnie de singes militaires, deux dansant",4e quart du 17e siècle - 1ère moitié du 18e siècle,8,,Gillot - Claude - peintre - 1673 - 1722 - 1673 - 1722 - Maître de Vatteaux,de,10,crayon
229352,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0236/FR75_0060_MUS_229352_0140_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229352,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,céramique,,,,porcelaine
229745,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0151/elem_0133/FR75_0060_MUS_229745_0274_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229745,Département des arts de l'Islam du musée du Louvre (Paris),Fourreau de sabre en cuir,18e siècle,,,,,,
229493,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0051/FR75_0060_MUS_229493_0207_low.jpg,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003229493,Fondation des artistes,Statuette représentant la Géométrie,16e siècle - 17e siècle,"0,38",bronze,Giambologna - Jean de Bologne - sculpteur - 1529 - 1608 - 1529 - 1608,d'après,,
229341,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0227/FR75_0060_MUS_229341_0129_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229341,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,,,,,
250863,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0203/elem_0029/5071_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003250863,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Pot à sucre  « Bouret »,1758 - 1759,"6,9",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
229364,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0245/FR75_0060_MUS_229364_0149_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229364,Fondation des artistes,Assiette,,,,,,,
229334,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0220/FR75_0060_MUS_229334_0122_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229334,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,porcelaine,,,,
229784,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0098/FR75_0060_MUS_229784_0255_low.jpg,verrière,https://agorha.inha.fr/inhaprod/ark:/54721/003229784,Fondation des artistes,Adoration du Christ dans la crêche,16e siècle,,vitrail,Anonyme allemand - verrier/peintre-verrier - 16e siècle,de,,grisaille sur verre
229763,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0077/FR75_0060_MUS_229763_0238_low.jpg,verrière,https://agorha.inha.fr/inhaprod/ark:/54721/003229763,Fondation des artistes,Épisode de l'enfance d'Hercule : Hercule étouffe les serpents envoyés par Junon,16e siècle,,vitrail,Anonyme allemand - verrier/peintre-verrier - 16e siècle,de,,grisaille sur verre
229760,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0074/FR75_0060_MUS_229760_0236_low.jpg,verrière,https://agorha.inha.fr/inhaprod/ark:/54721/003229760,Fondation des artistes,Jésus et la femme adultère,16e siècle,,vitrail,Anonyme allemand - verrier/peintre-verrier - 16e siècle,de,,grisaille sur verre
229774,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0088/FR75_0060_MUS_229774_0251_low.jpg,verrière,https://agorha.inha.fr/inhaprod/ark:/54721/003229774,Fondation des artistes,Assomption de la Vierge et Annonciation,1605,"0,345",vitrail/polychrome,Anonyme suisse-allemand - peintre-verrier - 17e siècle,de,"0,26",
229117,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0122/FR75_0060_MUS_229117_0013_low.jpg,arme européenne,https://agorha.inha.fr/inhaprod/ark:/54721/003229117,Fondation des artistes,Fusil,,,,,,,
229746,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0180/elem_0081/R_858_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229746,Département des arts de l'Islam du musée du Louvre (Paris),Fourreau de sabre en cuir,19e siècle,,,,,,
229349,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0234/FR75_0060_MUS_229349_0137_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229349,Fondation des artistes,Assiette,2e quart du 18e siècle - 4e quart du 18e siècle,,céramique,,,,porcelaine
229375,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0001/FR75_0060_MUS_229375_0157_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229375,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,,,,,
229147,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0142/FR75_0060_MUS_229147_0030_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229147,Fondation des artistes,Masse d’arme,,,,Anonyme,de,,
229226,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0192/FR75_0060_MUS_229226_0078_low.jpg,arme européenne,https://agorha.inha.fr/inhaprod/ark:/54721/003229226,Fondation des artistes,Poignard,19e siècle,,,,,,
229100,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0110/FR75_0060_MUS_229100_0001_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229100,Fondation des artistes,Sabre japonais,4e quart du 18e siècle,,,,,,
229819,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0120/FR06_0011_DOM_229819_0159._low.jpg,peinture,https://agorha.inha.fr/inhaprod/ark:/54721/003229819,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),"Eté de la Saint Martin, Paysage de Moret-sur-Loing",1891,73,toile,Sisley - Alfred - peintre - 1839 - 1899 - 1839 - 1899,de,60,peinture à l'huile
229179,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0180/elem_0161/R_882_1_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229179,Fondation des artistes,Fusil à mèche en bois,18e siècle,,,,,,
229817,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0118/FR06_0011_DOM_229817_0157_low.jpg,peinture,https://agorha.inha.fr/inhaprod/ark:/54721/003229817,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Jeune fille et enfant dans un cadre champêtre,1904,27,toile,Renoir - Auguste - peintre - 25 février 1841 - 3 décembre 1919 - 25 février 1841 - 3 décembre 1919 - Renoir - Pierre Auguste,de,46,peinture à l'huile
229820,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0121/FR06_0011_DOM_229820_0160_low.jpg,peinture,https://agorha.inha.fr/inhaprod/ark:/54721/003229820,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Chanteur musicien arabe,1884,"20,7",,Moreau - Gustave - peintre - 6 avril 1826 - 18 avril 1898 - 6 avril 1826 - 18 avril 1898,de,"14,3",aquarelle/gouache
229190,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0174/FR75_0060_MUS_229190_0060_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229190,Fondation des artistes,"Poignard Kandjar, à poignée de jade incrustée de fleurettes en petit rubis, émeraudes et topazes sertis d'or",,,,,,,
229346,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0231/FR75_0060_MUS_229346_0134_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229346,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,céramique,,,,porcelaine
229183,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0170/FR75_0060_MUS_229183_0056_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229183,Fondation des artistes,Poignard Kandjar. la poignée en jade gris incrusté d'or et de rubis de petite dimension,,,,,,,
229465,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0030/FR75_0060_MUS_229465_0186_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229465,Fondation des artistes,Tasse et soucoupe,19e siècle,"0,035",,,,,
229105,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0114/FR75_0060_MUS_229105_0005_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229105,Département des objets d'art du musée du Louvre (Paris),Bouclier,,,,,,,
229244,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0151/elem_0116/FR75_0060_MUS_229244_0284_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003229244,Département des objets d'art du musée du Louvre (Paris),"Coupe basse godronnée, décorée au centre d'un buste de Fabius",1540 - 1550,,céramique/faïence,,,,
229159,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0151/FR75_0060_MUS_229159_0037_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229159,Département des arts de l'Islam du musée du Louvre (Paris),Casque en fer damasquiné d'or avec coiffe de mailles non rivées,18e siècle,"0,3",,,,,
229166,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0156/FR75_0060_MUS_229166_0042_low.jpg,arme orientale,https://agorha.inha.fr/inhaprod/ark:/54721/003229166,Fondation des artistes,Fusil en acajou et ébène,4e quart du 18e siècle - 19e siècle,,,,,,
232168,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0151/elem_0207/FR75_0060_MUS_232168_0299_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003232168,Musée national des châteaux de Versailles et de Trianon,La pendule-lyre du salon des Jeux à Versailles,1785,62,bronze/porcelaine tendre/émaillé,Courieult - horloger,atelier de,26,
23125,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0119/elem_0208/FR75_0002_MUS_23125_0778_low.jpg,peinture,https://agorha.inha.fr/inhaprod/ark:/54721/00323125,Musée du Louvre (Paris),La Vierge et l'Enfant au chardonneret,1455 - 1460,"0,803",bois,Maestro della Natività di Castello - peintre - actif au milieu du XVe siècle - Maître de la Nativité de Castello,attribué à,"0,529",peinture à tempera
229256,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0151/elem_0127/FR75_0060_MUS_229256_0295_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229256,Département des objets d'art du musée du Louvre (Paris),Petite tasse,17e siècle,"0,043",,,,,
229402,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0019/FR75_0060_MUS_229402_0175_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229402,Fondation des artistes,Tasse et soucoupe,19e siècle,"0,033",,,,,
254552,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0214/elem_0217/5062_Villa_low.JPG,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003254552,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Tasse à glace,1788 - 1790,"6,2",porcelaine tendre,Manufacture royale de porcelaines de Sèvres - Sèvres,de,,
229490,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0050/FR75_0060_MUS_229490_0206_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003229490,Fondation des artistes,Porte-lumière représentant un jeune homme en pourpoint bleu et jaune,19e siècle,"0,35",faïence,Palissy - Bernard - céramiste/peintre-émailleur/peintre-verrier/potier - Vers 1510 - 1589 - Vers 1510 - 1589,manière de,"0,28",émaillé/polychrome
229396,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0018/FR75_0060_MUS_229396_0174_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229396,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,,,,,
229367,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0247/FR75_0060_MUS_229367_0152_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229367,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,,,,,
229388,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0012/FR75_0060_MUS_229388_0168_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229388,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,,,,,
229482,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0042/FR75_0060_MUS_229482_0198_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003229482,Fondation des artistes,Marteau de porte,16e siècle - 17e siècle,"0,30",bronze,,,"0,25",
229219,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0189/FR75_0060_MUS_229219_0075_low.jpg,arme européenne,https://agorha.inha.fr/inhaprod/ark:/54721/003229219,Fondation des artistes,Épée de matador,19e siècle,,,,,,
229343,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0137/elem_0229/FR75_0060_MUS_229343_0131_low.jpg,objet d'art oriental,https://agorha.inha.fr/inhaprod/ark:/54721/003229343,Fondation des artistes,Assiette,1ère moitié du 18e siècle,,céramique,,,,porcelaine
229478,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0138/elem_0040/FR75_0060_MUS_229478_0196_low.jpg,sculpture,https://agorha.inha.fr/inhaprod/ark:/54721/003229478,Fondation des artistes,Tête de lion hurlant provenant d'une fontaine,,18,marbre,,,15,
229475,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0153/elem_0069/FR75_0060_MUS_229475_0348_low.jpg,objet d'art européen,https://agorha.inha.fr/inhaprod/ark:/54721/003229475,Museum of Fine Arts (Boston),Guitare à cinq chœurs,1725,,bois/nacre,Mosca Cavelli - Jacobus,de,"0,24",
229193,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0151/elem_0114/FR75_0060_MUS_229193_0280_low.jpg,arme européenne,https://agorha.inha.fr/inhaprod/ark:/54721/003229193,Fondation des artistes,"Paire de pistolets en bois. Ils sont ornés d'appliques de fer à rinceaux et animaux. Sur le canon, inscription GIO LAZRINO COMINAZZO Sous le bassinet, signature Carlo Bofarelli Italie , XVIIe",,,,,,,
228752,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0128/elem_0112/FR06_0011_DOM_228752_0061_low.jpg,dessin,https://agorha.inha.fr/inhaprod/ark:/54721/003228752,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),S’il m’était aussi fidèle,18e siècle,26,,Fragonard - Jean Honoré - peintre - 5 janvier 1732 - 22 août 1806 - 5 janvier 1732 - 22 août 1806,d'après,37,pierre noire/lavis gris
228766,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0124/elem_0150/FR06_011_DOM_228766_0048_low.jpg,dessin,https://agorha.inha.fr/inhaprod/ark:/54721/003228766,Fondation Ephrussi de Rothschild (Saint-Jean-Cap-Ferrat),Vue de la place Louis XV vers les Champs Elysées,2e moitié du 18e siècle - 1ère moitié du 19e siècle,20,,Maréchal - Jean-Baptiste,de,30,aquarelle
