"id_objet","classement_objet","nom_objet","description","texte_creation","texte_decouverte","texte_ventes","texte_conservation","description_en","texte_creation_en","texte_decouverte_en","texte_ventes_en","texte_conservation_en","auteur_objet","type_objet","categorie_picto","type_vase","matiere_filtre","dim_cm","echelle_cm","lieu_creation_nom","lieu_creation_pays","lieu_creation_lat","lieu_creation_long","lieu_creation_type","date_creation_string","date_creation_debut","date_creation_fin","lieu_decouverte_nom","lieu_decouverte_lat","lieu_decouverte_long","lieu_decouverte_type","lieu_decouverte_pays","lieu_decouverte_certitude","date_decouverte_string","date_decouverte_debut","date_decouverte_fin","conservation_nom","conservation_date_entree","conservation_ville","conservation_id","conservation_pays","lieu_conservation_lat","lieu_conservation_long","conservation_type","URL_objet_AGORHA","image_exists"
"145014","2","Amphore attique à figures noires",,,,,,,,,,,"Peintre de Berlin 1686","vase","vase","Amphore","terre cuite","38,1 cm (hauteur)","38,1","Athènes","Grèce","37.998949","23.725464","ville","Vers le 2e quart du 6e siècle avant J.C.",,,,,,,,"certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145014","1"
"145182","2","Pélikè attique à figures rouges",,,,,,,,,,,"Peintre de Cadmos","vase","vase","Péliké","terre cuite","43 cm (hauteur)","43","Athènes","Grèce","37.998949","23.725464","ville","Fin 5e siècle avant J.C.",,,,,,,,"certain",,,,"Staatliche Antikensammlungen",,"Munich",,"Allemagne","48.14542","11.565027","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145182","1"
"145172","2","Hydrie attique à figures rouges",,,,,,,,,,,"Peintre de Chicago","vase","vase","Hydrie","terre cuite","42 cm (hauteur)","42","Athènes","Grèce","37.998949","23.725464","ville","3e quart du 5e siècle avant J.C.","-450","-425",,,,,,"certain",,,,"Staatliche Antikensammlungen",,"Munich",,"Allemagne","48.14542","11.565027","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145172","1"
"145173","2","Amphore pointue attique à figures rouges",,,,,,,,,,,"Peintre de Cléophradès","vase","vase","Amphore","terre cuite","56 cm (hauteur)","56","Athènes","Grèce","37.998949","23.725464","ville","Début 5e siècle avant J.C.",,,,,,,,"certain",,,,"Staatliche Antikensammlungen",,"Munich",,"Allemagne","48.14542","11.565027","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145173","1"
"86093","1","Psykter attique à figures rouges","Ce type de vase à la forme très particulière, un psykter, était placé dans un cratère afin de permettre de refroidir le vin avec de la glace. Sur ses parois, le dieu du vin Dionysos rencontre le héros Héraclès, au milieu d'une joyeuse troupe de satyre. Fait assez rare pour les vases grecs du marché de l'art de la première moitité du XIXe siècle, on connaît précisémment la tombe de la cité de Vulci où l'objet a été découvert en 1828, le vase étant ensuite passé dans différentes collections avant d'entrer dans les collections du musée Antoine Vivenel de Compiègne en 1843.","Découvrez l’histoire de ce vase qui a traversé les siècles depuis sa création en Attique (Grèce) au 1er quart du 5e siècle avant J.-C. jusqu’au Musée Antoine Vivenel à Compiègne en France.","Le vase a été découvert en novembre 1828 dans les fouilles du Prince de Canino à Vulci dans le Latium (Italie).","Après sa découverte, le vase se retrouve dans les ventes Canino de 1837 et Magnoncour de 1839, où il est acheté par Jean de Witte.","Le vase, ayant appartenu à Antoine Vivenel, est conservé à Compiègne depuis 1843 au musée qui porte son nom suite au don de sa collection, le Musée Antoine Vivenel.","This very peculiar vase shape, called a psykter, was filled with ice and placed into a krater to cool the wine. It depicts the god of wine Dionysus meeting the hero Herakles in the middle of an enthousiastic band of satyrs. Quite rare in the history of the Greek vases that have been sold on the Art Market during the first half of the 19th century, we precisely know the tomb of the city of Vulci where the object has been found in 1828. This vase then went through different collections before being acquired in 1843 by the Antoine Vivenel Museum in Compiègne. ","Explore the history of this vase throughout the centuries, from its creation in Attica (Greece) during the 1st quarter of the 5th c. BC until its arrival in the collection of the Antoine Vivenel Museum in Compiègne (France).","This vase was discovered in November 1828 during the Prince Canino's (Lucien Bonaparte) excavations in Vulci (Latium, Italy).","After its discovery, this vase was sold in the auctions Canino of 1937 and Magnoncour of 1839, where it was bought by Jean de Witte. ","This psykter, which belonged to Antoine Vivenel, is kept in Compiègne since 1843 following the donation of his collection to the museum which henceforth has been named after him, the Antoine Vivenel Museum.","Peintre de Cléophradès","vase","vase","Psykter","terre cuite","32,8 cm (hauteur)","32,8","Attique","Grèce","38.0519988333","23.8189911","région","1er quart du Ve siècle avant J.C.","-400","-450","Vulci","42.4192224","11.6286618333","ville","Italie","certain","Novembre 1828","1828","1828","Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/00386093","1"
"140605","2","Amphore attique à figures rouges",,,,,,,,,,,"Peintre de Copenhague","vase","vase","Amphore","terre cuite","49,2 cm (hauteur)","49,2","Attique","Grèce","38.0519988333","23.8189911","région","2e quart du 5e siècle avant J.C.","-475","-450","Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"Nationalmuseet","1848","Copenhague",,"Pays-Bas","55.674666","12.574784","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003140605","1"
"144872","2","Amphore pointue attique à figures rouges",,,,,,,,,,,"Peintre de Copenhague","vase","vase","Amphore","terre cuite","45,7 cm (hauteur)","45,7","Athènes","Grèce","37.998949","23.725464","ville","2e quart du 5e siècle avant J.C.","-475","-450",,,,,,"certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144872","1"
"144767","1","Lécythe attique","Ce lécythe (vase destiné à conserver de l'huile parfumée pour les soins du corps), est orné d'une scène de l'Odyssée: on y voit Ulysse se cachant sous un bélier pour fuir le cyclope Polyphème. La scène est peinte selon une technique rare, dite ""de Six"" : des couleurs sont superposées sur le vernis noir puis les détails incisés. Découvert à Vulci en 1829 lors des fouilles organisées par le Prince de Canino, il fait partie des très nombreuses oeuvres achetées par James Millingen pour le British Museum lors de la vente Canino de 1837.","Découvrez l'histoire de ce lécythe qui a traversé les siècles depuis sa création en Attique (Grèce) vers 480 avant J.-C. jusqu'au British Museum à Londres au Royaume-Uni.","Ce lécythe a été découvert en mars 1829 lors des fouilles du Prince de Canino à Vulci dans le Latium (Italie).","Après sa découverte, ce lécythe se retrouve dans la vente Canino de 1837, durant laquelle elle est achetée par James Millingen pour le British Museum.","Le vase est conservé depuis 1837 au British Museum à Londres.","This lekythos (vase used for storing perfumed oil for body care) contains a depiction of a scene from the Odyssey: Odysseus, hidden under a sheep, escaping from the giant Polyphemus' lair. The scene is painted using the Six's technique, where the different colors are superimposed on black surface and the details are then incised. Discovered in Vulci in 1829 during the excavations led by the Prince of Canino, this vase is one of the numerous objects bought by James Millingen for the British Museum during the Canino sale of 1937.","Explore the history of this lekythos throughout the centuries from its creation in Attica (Greece) around 480 BC to the British Museum in London. ","This lekythos was discovered in March, 1829, during the Prince of Canino excavations in Vulci (Latium, Italy). ","After its discovery, this vase was sold in the auction Canino of 1937, when it was bought by James Millingen for the British Museum. ","Since 1937 this lekythos has been in the collection of the British Museum in London.","Peintre de Diosphos","vase","vase","Lécythe","terre cuite","15,2 cm (hauteur)","15,2","Athènes","Grèce","37.998949","23.725464","ville","Vers le 1er quart du 5e siècle avant J.C.",,,"Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144767","1"
"140263","2","Hydrie attique à figures rouges",,,,,,,,,,,"Peintre de l'Amphore de Munich","vase","vase","Hydrie","terre cuite","46.5 cm (hauteur)","46.5","Attique","Grèce","38.0519988333","23.8189911","région","1er quart du 5e siècle avant J.C.","-500","-475","Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003140263","1"
"144710","2","Amphore attique à figures noires",,,,,,,,,,,"Peintre de l'Olpè de Nicosie","vase","vase","Amphore","terre cuite","30,5 cm (hauteur)","30,5","Athènes","Grèce","37.998949","23.725464","ville","3e quart du 6e siècle avant J.C.","-550","-525",,,,,,"certain",,,,"British Museum",,"Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144710","1"
"145015","2","Amphore attique à figures noires",,,,,,,,,,,"Peintre de la Balançoire","vase","vase","Amphore","terre cuite","39,1 cm (hauteur)","39,1","Athènes","Grèce","37.998949","23.725464","ville","3e quart du 6e siècle avant J.C.","-550","-525",,,,,,"certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145015","1"
"145104","2","Amphore attique à figures noires",,,,,,,,,,,"Peintre de la Balançoire","vase","vase","Amphore","terre cuite","39,4 cm (hauteur)","39,4","Athènes","Grèce","37.998949","23.725464","ville","3e quart du 6e siècle avant J.C.","-550","-525",,,,,,"certain",,,,"Musée du Louvre",,"Paris",,"France","48.860639","2.337655","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145104","1"
"144870","2","Cratère en cloche attique à figures rouges",,,,,,,,,,,"Peintre de la Villa Giulia","vase","vase","Cratère","terre cuite","33 cm (hauteur)","33","Athènes","Grèce","37.998949","23.725464","ville","2e quart du 5e siècle avant J.C.","-475","-450",,,,,,"certain",,,,"British Museum",,"Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144870","1"
"144711","2","Amphore attique à figures noires",,,,,,,,,,,"Peintre de Londres B235","vase","vase","Amphore","terre cuite","45,7 cm (hauteur)","45,7","Athènes","Grèce","37.998949","23.725464","ville","4e quart du 6e siècle avant J.C.","-525","-500",,,,,,"certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144711","0"
"145470","2","Oenochoé attique à figures noires sur fond blanc",,,,,,,,,,,"Peintre de Londres B620","vase","vase","Oenochoé","terre cuite","29,2 cm (largeur)","29,2","Athènes","Grèce","37.998949","23.725464","ville","4e quart du 6e siècle avant J.C.","-525","-500",,,,,,"certain",,,,"British Museum","1867","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145470","1"
"145484","2","Oenochoé attique à figures noires sur fond blanc",,,,,,,,,,,"Peintre de Londres B620","vase","vase","Oenochoé","terre cuite",,,"Athènes","Grèce","37.998949","23.725464","ville","4e quart du 6e siècle avant J.C.","-525","-500",,,,,,"certain",,,,"Bruxelles","1898",,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003145484","1"
"145503","2","Oenochoé attique à figures noires sur fond blanc",,,,,,,,,,,"Peintre de Londres B620","vase","vase","Oenochoé","terre cuite",,,"Athènes","Grèce","37.998949","23.725464","ville","L'an 520 avant J.C.","-520","-500","Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"The Metropolitan Museum of Art","1946","New York",,"Etats-Unis","40.779721","-73.96319","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145503","1"
"144763","2","Oenochoé attique à fond blanc",,,,,,,,,,,"Peintre de Londres D14","vase","vase","Oenochoé","terre cuite","26,7 cm (hauteur)","26,7","Athènes","Grèce","37.998949","23.725464","ville","4e quart du 5e siècle avant J.C.","-425","-400",,,,,,"certain",,,,"British Museum",,"Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144763","1"
"144441","2","Oenochoé attique à figures rouges",,,,,,,,,,,"Peintre de Londres E543","vase","vase","Oenochoé","terre cuite",,,"Athènes","Grèce","37.998949","23.725464","ville","4e quart du 5e siècle avant J.C.","-425","-400",,,,,,"certain",,,,"British Museum","1845","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144441","1"
"254639","2","Hydrie à figures noires",,,,,,,,,,,"Peintre de Lysippidès","vase","vase","Hydrie","terre cuite","45 cm (hauteur)","45","Athènes","Grèce","37.998949","23.725464","ville","2e moitié du 6e siècle avant J.C.","-550","-500",,,,,,"certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003254639","1"
"85581","2","Hydrie attique à figures noires",,,,,,,,,,,"Peintre de Lysippidès","vase","vase","Hydrie","terre cuite",,,,,,,,"525-500 avant J.-C.","-525","-500",,,,,,"certain",,,,"Château-Musée",,"Boulogne-sur-mer",,"France","50.725722","1.617264","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/00385581","1"
"144749","2","Amphore attique à figures noires",,,,,,,,,,,"Peintre de Pasiklès","vase","vase","Amphore","terre cuite","41,9 cm (hauteur)","41,9","Athènes","Grèce","37.998949","23.725464","ville","4e quart du 6e siècle avant J.C.","-525","-500",,,,,,"certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144749","1"
"255045","2","Coupe attique à figures rouges",,,,,,,,,,,"Peintre de Penthésilée","vase","vase","Coupe","terre cuite","25,4 cm (largeur)","25,4","Athènes","Grèce","37.998949","23.725464","ville","L'an 470 avant J.C.","-470","-450",,,,,,"certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003255045","1"
"141310","2","Stamnos attique à figures rouges",,,,,,,,,,,"Peintre de Perséphone","vase","vase","Stamnos","terre cuite","47 cm (hauteur)","47","Athènes","Grèce","37.998949","23.725464","ville","2e quart du 5e siècle avant J.C.","-475","-450",,,,,,"certain",,,,"BnF - département des Monnaies, médailles et antiques","1874",,,"France","48.86738","2.338384","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003141310","1"
"145026","2","Coupe attique à figures rouges",,,,,,,,,,,"Peintre de Sabouroff","vase","vase","Coupe","terre cuite","31,7 cm (largeur)","31,7","Athènes","Grèce","37.998949","23.725464","ville","2e quart du 5e siècle avant J.C.","-475","-450",,,,,,"certain",,,,"British Museum","1867","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145026","1"
"145044","2","Hydrie attique à figures rouges",,,,,,,,,,,"Peintre de Tyszkiewicz","vase","vase","Hydrie","terre cuite","37,5 cm (hauteur)","37,5","Athènes","Grèce","37.998949","23.725464","ville","2e quart du 5e siècle avant J.C.","-475","-450","Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"Musée du Louvre",,"Paris",,"France","48.860639","2.337655","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145044","1"
"145483","2","Oenochoé attique à figures rouges",,,,,,,,,,,"Peintre des Bottes","vase","vase","Oenochoé","terre cuite","26,1 cm (hauteur)","26,1","Athènes","Grèce","37.998949","23.725464","ville","1ère moitié du 5e siècle avant J.C.",,,,,,,,"certain",,,,"Nationalmuseet",,"Copenhague",,"Pays-Bas","55.674666","12.574784","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145483","0"
"144901","2","Amphore attique à figures rouges",,,,,,,,,,,"Peintre des Niobides","vase","vase","Amphore","terre cuite","50,5 cm (hauteur)","50,5","Athènes","Grèce","37.998949","23.725464","ville","Milieu 5e siècle avant J.C.","-460","-440",,,,,,"certain",,,,"British Museum","1842","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144901","1"
"141460","2","Stamnos attique à figures rouges",,,,,,,,,,,"Peintre des Sirènes","vase","vase","Stamnos","terre cuite","36,5 cm (hauteur)","36,5","Athènes","Grèce","37.998949","23.725464","ville","1er quart du 5e siècle avant J.C.","-500","-475",,,,,,"certain",,,,"Musée du Louvre",,"Paris",,"France","48.860639","2.337655","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003141460","1"
"145106","2","Stamnos attique à figures rouges",,,,,,,,,,,"Peintre des Stamnoi de Florence","vase","vase","Stamnos","terre cuite","36,3 cm (hauteur)","36,3","Athènes","Grèce","37.998949","23.725464","ville","2e quart du 5e siècle avant J.C.","-475","-450",,,,,,"certain",,,,"Musée du Louvre","1879","Paris",,"France","48.860639","2.337655","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003145106","1"
"137048","2","Coupe attique à figures rouges",,,,,,,,,,,"Peintre du Mariage","vase","vase","Coupe","terre cuite","13,5 x 43 cm","13,5","Attique","Grèce","38.0519988333","23.8189911","région","2e quart du 5e siècle avant J.C.","-475","-450","Étrurie","42.4210287479","11.7527441248","région","Italie","certain",,,,"Musée Antoine Vivenel","1843","Compiègne",,"France","49.417635","2.821754","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003137048","1"
"144443","2","Assiette attique à figures noires",,,,,,,,,,,"Psiax - peintre","vase","vase","Assiette","terre cuite","21,6 cm (largeur)","21,6","Athènes","Grèce","37.998949","23.725464","ville","4e quart du 6e siècle avant J.C.","-525","-500","Vulci","42.4192224","11.6286618333","ville","Italie","certain",,,,"British Museum","1837","Londres",,"Royaume-Uni","51.519533","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003144443","1"
"140796","2","Couteau de chasse",,,,,,,,,,,,"arme","arme",,,,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140796","0"
"140664","2","Panoplie d'armes (""trophée"")",,,,,,,,,,,,"arme","arme",,"métal",,,"Italie méridionale","Italie","39.5232397778","16.71231","région","2e moitié du 4e siècle avant J.C.","-350","-300",,,,,,"incertain",,,,"BnF - département des Monnaies, médailles et antiques","1840","Paris",,"France","48.833754","2.376141","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003140664","1"
"137599","2","Candélabre",,,,,,,,,,,,"candélabre","mobilier / instrument",,"métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137599","0"
"140457","2","Candélabre à figurine d'éphèbe",,,,,,,,,,,,"candélabre","mobilier / instrument",,"métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140457","0"
"140610","2","Candélabre à fût figuré : chat et coq",,,,,,,,,,,,"candélabre","mobilier / instrument",,"métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140610","0"
"137243","2","Candélabre avec figurine féminine voilée",,,,,,,,,,,,"candélabre","mobilier / instrument",,"métal",,,,,,,,,,,,,,,,"incertain",,,,"BnF - département des Monnaies, médailles et antiques",,"Paris",,"France","48.833754","2.376141","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003137243","0"
"140150","2","Candélabre avec Héraclès s'appuyant sur sa massue",,,,,,,,,,,,"candélabre","mobilier / instrument",,"métal","74,6 cm","74,6",,,,,,,,,,,,,,"incertain",,,,"BnF - département des Monnaies, médailles et antiques",,"Paris",,"France","48.833754","2.376141","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003140150","0"
"136546","2","Candélabre en bronze",,,,,,,,,,,,"candélabre","mobilier / instrument",,"métal","46,5","46,5","Etrurie","Italie","42.4210287479","11.7527441248","région",,,,,,,,,"incertain",,,,"British Museum","1869","Londres",,"Royaume-Uni","51.519574","-0.127000","batiment","http://agorha.inha.fr/inhaprod/ark:/54721/003136546","1"
"137025","2","Lampe romaine avec jeune homme et cheval cabré",,,,,,,,,,,,"lampe","mobilier / instrument",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137025","0"
"136950","2","Mortier et sonnette",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,,,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136950","0"
"136295","2","Strigile",,,,,,,,,,,,"objet civil domestique","mobilier / instrument",,"métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136295","0"
"137017","2","Enveloppe de momie",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,,,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137017","0"
"140161","2","Table de marbre",,,,,,,,,,,,"objet mobilier","mobilier / instrument",,"pierre",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140161","0"
"140795","2","Bas-relief en ivoire",,,,,,,,,,,,"relief","sculpture",,"os et ivoire",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140795","0"
"140174","2","Acteur comique 1",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140174","0"
"140752","2","Acteur comique 2",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140752","0"
"140753","2","Acteur comique 3",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140753","0"
"136642","2","Aphrodite assise et tenant une pomme",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136642","0"
"136643","2","Aphrodite assise sur un rocher et tenant une pomme",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136643","0"
"136644","2","Aphrodite debout appuyée sur une stèle",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136644","0"
"253398","2","Bronze (?)",,,,,,,,,,,,"sculpture","sculpture",,"métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003253398","0"
"137605","2","Buste d'enfant",,,,,,,,,,,,"sculpture","sculpture",,"métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137605","0"
"137231","2","Danseuse grotesque",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137231","0"
"140169","2","Double figurine féminine",,,,,,,,,,,,"sculpture","sculpture",,,,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140169","0"
"136285","2","Enfant sur un cochon - 1",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136285","0"
"140453","2","Enfant sur un cochon - 2",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140453","0"
"140793","2","Epervier",,,,,,,,,,,,"sculpture","sculpture",,,,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140793","0"
"137228","2","Eros Hermaphrodite tenant une phiale et un thymiatérion",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137228","0"
"137219","2","Figurine : Aphrodite assise tenant une pomme",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137219","0"
"137013","2","Figurine 1",,,,,,,,,,,,"sculpture","sculpture",,"métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137013","0"
"147223","2","Figurine 2",,,,,,,,,,,,"sculpture","sculpture",,"métal",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003147223","0"
"137226","2","Figurine d'Aphrodite debout",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137226","0"
"140776","2","Figurine de terre cuite - 10",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140776","0"
"140777","2","Figurine de terre cuite - 11",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140777","0"
"140778","2","Figurine de terre cuite - 12",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140778","0"
"136734","2","Figurine de terre cuite - 8",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136734","0"
"140775","2","Figurine de terre cuite - 9",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140775","0"
"137227","2","Figurine d’Éros tenant un bouclier rond",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003137227","0"
"136996","2","Figurine égyptienne 1",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,"Egypte","Egypte","26.205406","30.18163","région",,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136996","0"
"140703","2","Figurine égyptienne 2",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,"Egypte","Egypte","26.205406","30.18163","région",,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003140703","0"
"136736","2","Figurine en terre cuite",,,,,,,,,,,,"sculpture","sculpture",,"terre cuite",,,,,,,,,,,,,,,,"incertain",,,,"Localisation inconnue",,,,,,,,"http://agorha.inha.fr/inhaprod/ark:/54721/003136736","0"
